product_id,title,product_url,price_current,price_old,currency,on_sale,in_stock,category,collection,image_url
42860,КАРТИНА / DAMNED SPIRITS,https://nikifilinistore.ru/product/kartina-damned-spirits/,12675.0,16900.0,RUB,True,True,Другое,Japanese Mood,
42857,КАРТИНА / SECOND GEAR,https://nikifilinistore.ru/product/kartina-second-gear/,12675.0,16900.0,RUB,True,True,Другое,Japanese Mood,
42739,КАРТИНА / DREAM,https://nikifilinistore.ru/product/kartina-dream/,12675.0,16900.0,RUB,True,True,Другое,Naruto,
42747,ПОСТЕР / BATTLE OF TECHNIQUES,https://nikifilinistore.ru/product/poster-battle-of-techniques/,2625.0,3500.0,RUB,True,True,Другое,,
42740,ПОСТЕР / CHOSEN ONE,https://nikifilinistore.ru/product/poster-chosen-one/,2625.0,3500.0,RUB,True,True,Другое,Japanese Mood,
42741,ПОСТЕР / CURSED SPIRITS,https://nikifilinistore.ru/product/poster-cursed-spirits/,2625.0,3500.0,RUB,True,True,Другое,Japanese Mood,
42745,ПОСТЕР / DREAM,https://nikifilinistore.ru/product/poster-dream/,2625.0,3500.0,RUB,True,True,Другое,Naruto,
42743,ПОСТЕР / INOSUKE,https://nikifilinistore.ru/product/poster-inosuke/,2625.0,3500.0,RUB,True,True,Другое,Japanese Mood,
42742,ПОСТЕР / STRONGEST,https://nikifilinistore.ru/product/poster-strongest/,2625.0,3500.0,RUB,True,True,Другое,Japanese Mood,
42746,ПОСТЕР / SUPREME UNDEAD,https://nikifilinistore.ru/product/poster-supreme-undead/,2625.0,3500.0,RUB,True,True,Другое,,
42744,ПОСТЕР / THE GODFATHER,https://nikifilinistore.ru/product/poster-the-godfather/,2625.0,3500.0,RUB,True,True,Другое,Japanese Mood,
42725,ПОСТЕР / TOKYO TEAM,https://nikifilinistore.ru/product/poster-tokyo-team/,2625.0,3500.0,RUB,True,True,Другое,Japanese Mood,
42696,ФУТБОЛКА / NYAKO BLK,https://nikifilinistore.ru/product/futbolka-nyako-blk/,3414.0,5690.0,RUB,True,False,Футболки,Chainsaw Man,
42700,ФУТБОЛКА OTAKU / NEKOGRANDMA,https://nikifilinistore.ru/product/futbolka-otaku-nekograndma/,3594.0,5990.0,RUB,True,True,Футболки,,
42605,ДЖИНСОВАЯ РУБАШКА SUMMER / SILENCE,https://nikifilinistore.ru/product/dzhinsovaya-rubashka-summer-silence/,14274.0,23790.0,RUB,True,False,Джинсы,Chainsaw Man,
42631,РУБАШКА / ASYMMETRICAL,https://nikifilinistore.ru/product/rubashka-asymmetrical/,11590.0,,RUB,False,False,Другое,,
42627,РУБАШКА / DEVIL HUNTER,https://nikifilinistore.ru/product/rubashka-devil-hunter/,12650.0,,RUB,False,False,Другое,Chainsaw Man,
42623,РУБАШКА / OVERLOOK,https://nikifilinistore.ru/product/rubashka-overlook/,12650.0,,RUB,False,False,Другое,Chainsaw Man,
42619,РУБАШКА / PAWA,https://nikifilinistore.ru/product/rubashka-pawa/,12650.0,,RUB,False,False,Другое,Chainsaw Man,
42543,ХУДИ / COPY NINJA (R),https://nikifilinistore.ru/product/hudi-copy-ninja-r/,12650.0,,RUB,False,False,Другое,,
42396,ФУТБОЛКА / BUNNY,https://nikifilinistore.ru/product/futbolka-bunny/,3414.0,5690.0,RUB,True,True,Футболки,,
42346,ФУТБОЛКА / CATLOVE SHOWER,https://nikifilinistore.ru/product/futbolka-catlove-shower/,3414.0,5690.0,RUB,True,True,Футболки,,
42372,ФУТБОЛКА / GINGER,https://nikifilinistore.ru/product/futbolka-ginger/,3414.0,5690.0,RUB,True,False,Футболки,,
42392,ФУТБОЛКА / LIZ,https://nikifilinistore.ru/product/futbolka-liz/,3414.0,5690.0,RUB,True,True,Футболки,,
42380,ФУТБОЛКА / NEKOPARA,https://nikifilinistore.ru/product/futbolka-nekopara/,3414.0,5690.0,RUB,True,True,Футболки,,
42400,ФУТБОЛКА / OVERSEER,https://nikifilinistore.ru/product/futbolka-overseer/,3414.0,5690.0,RUB,True,False,Футболки,,
42384,ФУТБОЛКА / PIZZA GIRL,https://nikifilinistore.ru/product/futbolka-pizza-girl/,3414.0,5690.0,RUB,True,True,Футболки,,
42376,ФУТБОЛКА / SPICE GIRL,https://nikifilinistore.ru/product/futbolka-spice-girl/,3414.0,5690.0,RUB,True,True,Футболки,,
42388,ФУТБОЛКА / STRATEGIST,https://nikifilinistore.ru/product/futbolka-strategist/,3414.0,5690.0,RUB,True,True,Футболки,,
42311,ФУТБОЛКА / MEGUMI,https://nikifilinistore.ru/product/futbolka-megumi/,3060.0,5100.0,RUB,True,False,Футболки,Japanese Mood,
42323,ФУТБОЛКА / SUKUNA,https://nikifilinistore.ru/product/futbolka-sukuna/,3060.0,5100.0,RUB,True,False,Футболки,Japanese Mood,
