mentor_id,slug,profile_url,name,title,company,city,timezone,price,currency,reviews_count,sessions_count,categories,skills
26274,kdenis,https://solvery.io/ru/mentor/kdenis,Денис Картавенко,Backend Software Engineer,Plata,Тбилиси,Asia/Tbilisi,3645,rub,3,24,,"Бэкенд, PostgreSQL, Kotlin, Docker, Linux, CD, CI, Microservices, Software Engineering, Go, Nginx, Fintech, Kafka, Redis, Nomad, Kubernetes, Системное проектирование, Prometheus, Grafana, gRPC"
16437,airat_valiev,https://solvery.io/ru/mentor/airat_valiev,Айрат Валиев,Senior Java Developer,Ibs training center,Казань,Europe/Moscow,3645,rub,0,6,,"Бэкенд, Java, Spring, Software Engineering, Прохождение собеседований, Алгоритмы"
24305,the_nickey,https://solvery.io/ru/mentor/the_nickey,Павел Очкин,Middle Analyst,Авито,Москва,Europe/Kaliningrad,3645,rub,2,20,,"Управление продуктом, Бизнес аналитика, Python, SQL, BigData, Аналитика, Тестирование продуктовых гипотез, Data Warehouse (DWH), Аналитика данных, excel, Трекшен проектов/стартапов"
24271,malkovsky,https://solvery.io/ru/mentor/malkovsky,Анастасия Пархоменко,"Коуч, менеджер, smm",,Пхукет,Asia/Bangkok,3645,rub,2,30,,"Маркетинг, Управление командой, Управление проектами, Мотивация команды, Техническое задание, Управление знаниями в команде, Публичные выступления, Маркетинг: анализ конкурентов, Маркетинг: сегментация, Карьера: Поиск работы, Карьера: Составление резюме, Коучинг, Коучинг: лайф-коучинг, Коучинг: целеполагание, Стратегическое планирование, Notion, SMART Цели, Trello, Miro, Развитие soft skills, People management, Найм команды, Таргетированная реклама: Facebook, Таргетированная реклама: Instagram, Тайм-менеджмент, Кейс-менеджмент, Масштабирование команды, ChatGPT, smm, Спиральная динамика, Карьерное консультирование, Развитие личного бренда, Исследование и сегментация ЦА, Работа с блогерами, Копирайтинг, Контент-маркетинг, Технический писатель, Маркетинговая коммуникация, Путь героя , Драматургия , Контент-план"
23680,alexander_antonov,https://solvery.io/ru/mentor/alexander_antonov,Александр Антонов,Front-end Team Lead,Expero,Новосибирск,Asia/Krasnoyarsk,3645,rub,0,2,,"Фронтенд, Управление командой, Angular, TypeScript, Прохождение собеседований"
22891,tokarchuk_pro,https://solvery.io/ru/mentor/tokarchuk_pro,Александр Токарчук,Team Lead,Lamoda,Москва,Europe/Moscow,3645,rub,0,53,,"Бэкенд, Управление командой, 1C, JavaScript, PHP, Базы данных, Python, Git, Java, REST API, Spring, Spring Boot, Hibernate, MySQL, Алгоритмы, СУБД, Yii2, Разработка на 1C, HR: подбор и адаптация, IT риски, Управление ИТ, IT аудит, Карьера: Поиск работы, GitLab, FastAPI, Многопоточность , 1С, ERP"
22877,danilag,https://solvery.io/ru/mentor/danilag,Данила Горячкин,iOS Performance Engineer,Авито,Москва,Europe/Moscow,3645,rub,1,159,,"Мобильная разработка, Управление проектами, Производительность, MVP, Прохождение собеседований, Алгоритмы, iOS, Swift, MVVM, MVC"
22729,sophia_kovalenko,https://solvery.io/ru/mentor/sophia_kovalenko,Софья Герасимова,Бизнес/Системный аналитик,Тазмар IT-Solutions,Кемерово,Asia/Krasnoyarsk,3645,rub,0,21,,"Управление командой, Бизнес аналитика, Системная аналитика, Python, Figma, SQL, REST API, Интерфейсы, Customer Journey Map, Rabbitmq, Kanban, Scrum, UML диаграммы, Прохождение собеседований, Паттерны проектирования, DDD, Kafka, BABOK, Техническое задание, Управление организационными изменениями, Распределённая команда, Управление требованиями, Проектирование интеграций, Управление документацией, BPMN, UML, Confluence, Lean, IT риски, Управление ИТ, IT аудит, User Story, Концепция и границы, Mind Map, Waterfall, UX: разработка сценариев, Найм команды, Фасилитация, Техническая документация, Технический писатель"
21404,,,Мария Брюханова, Project Manager,X5 tech,Москва,Europe/Moscow,3645,rub,0,39,,"Управление командой, Управление проектами, SQL, Аналитика, Управление портфелем проектов, Управление знаниями в команде, Jira, Развитие карьеры, Confluence, Карьера: Поиск работы, Карьера: Составление резюме, Коучинг: целеполагание, People management, Найм команды, Бизнес-процессы, Аналитика данных, BI-системы"
18456,mak1997,https://solvery.io/ru/mentor/mak1997,Алексей Плосский,3D Character Artist,Dragonfly,Moscow,Europe/Moscow,3645,rub,2,23,,"Разработка игр, 3д моделирование, Maya, Adobe Substance 3D Painter, Zbrush, Marmoset Toolbag, Texture Baking"
17777,agavrilenko,https://solvery.io/ru/mentor/agavrilenko,Александр Гавриленко,Senior Solutions Architect,Selecty,Валенсия,Europe/Prague,3645,rub,3,138,,"DevOps, Бэкенд, Управление продуктом, Java, Module architecture, Docker, CD, CI, Spring, Microservices, Architecture, Hibernate, Scrum, Maven, Процессы разработки и тестирования, Прохождение собеседований, Spring Framework, Gitflow, Архитектура процессов, Паттерны проектирования, Hadoop, Hive, Software Architecture, Распределённая команда, Jira, Дизайн систем, настройка процессов в команде, Нагрузочное тестирование, Техническая документация, Git, Производительность, Базы данных, REST API"
17739,,,Екатерина Епина,Project Manager,It-one,Новосибирск,Asia/Krasnoyarsk,3645,rub,8,94,,"Управление командой, Управление проектами, Kanban, Scrum, Процессы разработки и тестирования, Прохождение собеседований, Мотивация команды, Agile, Управление организационными изменениями, Распределённая команда, Jira, Slack, Google Workspace, Развитие карьеры, Confluence, Управление ИТ, Notion, Trello, Miro, Развитие soft skills, People management, Бизнес-процессы, Фасилитация, Delivery managment"
17175,tvodovozova,https://solvery.io/ru/mentor/tvodovozova,Татьяна Водовозова,Руководитель направления аналитики DWH,Сфн,Самара,Europe/Samara,3645,rub,1,119,,"Управление командой, Бизнес аналитика, Системная аналитика, Базы данных, Scrum, MS SQL, Аналитика, Управление требованиями, Управление документацией, Развитие карьеры, UML, Confluence, User Story, Коучинг, Data Warehouse (DWH)"
9505,valeriyzubairov,https://solvery.io/ru/mentor/valeriyzubairov,Валерий Зубаиров,Системный архитектор,Т-Банк,Москва,Europe/Moscow,3645,rub,3,84,,"Системная аналитика, PostgreSQL, Базы данных, Python, Производительность, UML диаграммы, Oracle, Архитектура процессов, СУБД, Swift, Postman, Управление знаниями в команде, Управление требованиями, Управление документацией"
7063,bert,https://solvery.io/ru/mentor/bert,Альберт Арифулин,Head of Product,Tutu.ru,Москва,Europe/Moscow,3645,rub,3,109,,"Мобильная разработка, Управление командой, Управление продуктом, UX, JTBD, Userflow, MVP, Продуктовая аналитика, Прохождение собеседований, A/B testing, Customer development, Юнит-экономика, Продуктовые метрики, Продуктовая стратегия, Тестирование продуктовых гипотез, Бизнес-процессы"
6890,m_iushchenko,https://solvery.io/ru/mentor/m_iushchenko,Мария Ющенко,Sr Product Manager,Partium,Барселона,Europe/Madrid,3645,rub,0,40,,"Управление командой, Управление продуктом, Продуктовая аналитика, Продуктовые метрики, Стартапы: продвижение, EdTech, Тестирование продуктовых гипотез, Эффективность организации, Маркетинг: исследования, Построение системы менторинга, Найм команды"
6235,anatoly_sergeev,https://solvery.io/ru/mentor/anatoly_sergeev,Анатолий Сергеев,веб-аналитик,Мтс,Дубна,Europe/Moscow,3645,rub,8,51,,"Маркетинг, Google analytics, Яндекс Метрика, Google Tagmanager"
5415,airat_galiullin,https://solvery.io/ru/mentor/airat_galiullin,Айрат Галиуллин,Консультант в области IT разработки и информационной безопасности,Airat galiullin,Казань,Europe/Moscow,3645,rub,1,96,,"Мобильная разработка, Бэкенд, Фронтенд, HTML, CSS, JavaScript, Sass, Gulp, Webpack, React, Redux, Node.js, Express, Pug, TypeScript, MongoDB, Python, Rust, MySQL, React Native, Arduino, ESP8266, ESP32, GitHub, RaspberryPi, Agile, SEO, Маркетинг: стратегия, Маркетинг: процессы, Маркетинг: контент, Стартапы: запуск, ASO, Маркетинг: анализ конкурентов, Маркетинг: оценка рынка, Маркетинг: сегментация, Маркетинг: персоны"
5065,sitebill,https://solvery.io/ru/mentor/sitebill,Дмитрий Кондин,Предприниматель,Sitebill,Красноярск,Asia/Bangkok,3645,rub,1,69,,"Бэкенд, Управление продуктом, Фронтенд, HTML, Angular, Bootstrap, PHP, Laravel, Базы данных, Git, SQL, MVP, REST API, Linux, MySQL, jQuery, Apache, Паттерны проектирования, Nginx, Software Architecture"
4141,zzhanka,https://solvery.io/ru/mentor/zzhanka,Жанна Круглова,Менеджер продукта,Яндекс,Москва,Europe/Moscow,3645,rub,0,11,,"Network Engineering, Прохождение собеседований, Карьера: Составление резюме, Коучинг, Коучинг: лайф-коучинг, Коучинг: целеполагание"
6322,marina_malykh,https://solvery.io/ru/mentor/marina_malykh,Марина Малых,Product Manager,"Channable, ex-Sber",Утрехт,Europe/Amsterdam,3791,rub,1,25,,"Управление продуктом, MVP, Продуктовая аналитика, Customer Journey Map, Прохождение собеседований, Развитие карьеры, Продуктовые метрики, Продуктовая стратегия, Карьера: Поиск работы, Карьера: Составление резюме, UX: интервью, опросы, анкетирование, OKR, Senior Product Manager, Cобеседование на английском языке, Трудоустройство в зарубежные компании, Productboard"
10939,yulia_martynova,https://solvery.io/ru/mentor/yulia_martynova,Юлия Мартынова,Product marketing manager,Kodland,Тбилиси ,Asia/Tbilisi,3791,rub,3,54,,"Управление продуктом, Маркетинг, Customer Journey Map, Маркетинг: стратегия, Маркетинг: процессы, Маркетинг: исследования, Карьера: Поиск работы, Карьера: Составление резюме, Маркетинговый аудит, Маркетинговые исследования, Маркетинговая аналитика, Контент-маркетинг, Маркетинговая коммуникация, Коммуникационная стратегия"
23907,evgeniyf1,https://solvery.io/ru/mentor/evgeniyf1,Евгений Нейтман,Project Manager,Яндекс,Москва,Europe/Moscow,3864,rub,3,35,,"Управление командой, Управление проектами, Системная аналитика, Customer Journey Map, Kanban, Scrum, Процессы разработки и тестирования, Прохождение собеседований, Архитектура процессов, Мотивация команды, Функциональное тестирование, Fintech, Техническое задание, Agile, Управление проектным офисом, Управление портфелем проектов, Управление знаниями в команде, Управление требованиями, Управление документацией, Развитие карьеры, Customer experience, IT риски, Управление ИТ, IT аудит, User Story, Карьера: Поиск работы, Карьера: Составление резюме, Коучинг: целеполагание, Развитие soft skills, People management, Найм команды, Переговоры, Бизнес-процессы, Клиентский Сервис, Техническая документация, Cобеседование на английском языке, Технический писатель"
2764,yurygerman,https://solvery.io/ru/mentor/yurygerman,Юрий Герман,Head of Python,Godel technologies,Варшава,Europe/Warsaw,3911,rub,0,7,,"Управление командой, Управление проектами, Прохождение собеседований, Управление организационными изменениями, Управление знаниями в команде, Jira, Slack, Google Workspace, Менеджмент 3.0, Развитие карьеры, Confluence"
28931,yuri_chuianov,https://solvery.io/ru/mentor/yuri_chuianov,Юрий Чуянов,Старший системный аналитик,Softline,Новороссийск ,Europe/Moscow,3937,rub,0,0,,"Тестирование, Системная аналитика, Базы данных, Git, SQL, Postman, Agile, Проектирование интеграций, Системное проектирование, BPMN, Бизнес-процессы, API запросы, Разработка технической документации"
28028,firewalkwithmee,https://solvery.io/ru/mentor/firewalkwithmee,Дарья Петрушина,Продуктовый дизайнер,Альфа-Банк,Москва,Europe/Moscow,3937,rub,1,15,,"Дизайн, UI, UX, Типографика, Figma, JTBD, Userflow, Material Design, Интерфейсы, UI kit, Прохождение собеседований, Карьера: Поиск работы, Карьера: Составление резюме"
24888,vovalebedev,https://solvery.io/ru/mentor/vovalebedev,Владимир Лебедев,"Аналитика для стартапов | Ex. Team Lead, Product Analytics в T-Банк",Getanalytics,Санкт-Петербург,Europe/Moscow,3937,rub,2,173,,"Управление командой, Data Science, Управление продуктом, MVP, Продуктовая аналитика, A/B testing, Аналитика, Tableau, Развитие карьеры, Юнит-экономика, Финансовое моделирование, Продуктовые метрики, Продуктовая стратегия, Маркетинг: исследования, Маркетинг: анализ конкурентов, Маркетинг: оценка рынка, Тестирование продуктовых гипотез, Маркетинг: сегментация, Карьера: Поиск работы, Карьера: Составление резюме, Найм команды, Data Warehouse (DWH), Бизнес-процессы, Superset, Аналитика данных, настройка процессов в команде, Карьерное консультирование, Исследование и сегментация ЦА, Amplitude"
22145,pkarpova,https://solvery.io/ru/mentor/pkarpova,Полина Карпова,Senior Product Designer,Альфа-Банк,Москва,Europe/Moscow,3937,rub,0,25,,"Дизайн, UI, UX, Типографика, Material Design, Интерфейсы, Mobile first, UI kit, Доступность сайтов, Cross-Platform, Kanban, Прохождение собеседований, Fintech, Figma, Дизайн Система, Паттерны проектирования"
18260,vmishanin,https://solvery.io/ru/mentor/vmishanin,🔥 Вадим Мишанин,Senior Software Engineer ,Motional,Сингапур ,Asia/Singapore,3937,rub,4,57,,"Бэкенд, C++, Linux, TDD, Алгоритмы, Системное программирование, Системное проектирование, Карьера: Поиск работы, Карьера: Составление резюме, Карьера: Релокейт, Docker, OOP, Git"
17158,bobylkov,https://solvery.io/ru/mentor/bobylkov,Глеб Бобыльков,Senior product designer,Сберздоровье,Москва,Europe/Moscow,3937,rub,9,76,,"Дизайн, Дизайн-стратегия, Дизайн Система, UX: детальный дизайн, Дизайн систем, Аналитика данных, UX: лендинги"
24687,ilyachapyshev,https://solvery.io/ru/mentor/ilyachapyshev,Илья Чапышев,Product Manager,Ozon,Москва,Europe/Moscow,3990,rub,1,27,,"Управление командой, Управление продуктом, Управление проектами, UX, JTBD, MVP, Продуктовая аналитика, Kanban, Scrum, Процессы разработки и тестирования, Прохождение собеседований, Мотивация команды, A/B testing, Развитие карьеры, Юнит-экономика, Customer experience, Growth hacking, Продуктовые метрики, Продуктовая стратегия, Стартапы: запуск, User Story, Тестирование продуктовых гипотез, Карьера: Поиск работы, Карьера: Составление резюме, SWOT, SMART Цели, UX: анализ конкурентов, UX: юзабилити аудит, UX: интервью, опросы, анкетирование, Развитие soft skills, Тайм-менеджмент, Менеджмент Стейкхолдеров, KPI и OKR, Прототипирование, Ценностное предложение, CJM, Карьерное консультирование, Оценка рынка"
16720,tik4te,https://solvery.io/ru/mentor/tik4te,Екатерина Тихомирова,BA Chapter Lead,Rnt group,Москва,Europe/Moscow,3995,rub,1,107,,"Управление продуктом, Бизнес аналитика, Системная аналитика, Figma, SQL, REST API, Scrum, UML диаграммы, Процессы разработки и тестирования, Прохождение собеседований, Openapi, Postman, Kafka, BABOK, Agile, NoSQL, YAML, Распределённая команда, Управление знаниями в команде, Управление требованиями, Проектирование интеграций, Системное проектирование, Управление документацией, Jira, Публичные выступления, BPMN, UML, B2B-продажи, Непрерывность бизнеса (ОНиВД), User Story, Концепция и границы, Карьера: Составление резюме, Mind Map, Развитие soft skills"
28327,alexander_cherkasov,https://solvery.io/ru/mentor/alexander_cherkasov,Александр Черкасов,Бренд-дизайнер/арт-директор,Яндекс,Москва,Europe/Moscow,4000,rub,0,20,,"Дизайн, Логотип, Типографика, Айдентика, Фирменный стиль, Упаковка, Дизайн-стратегия, Графический дизайн, Дизайн Система, Дизайн систем"
1403,Alter_hanna,https://solvery.io/ru/mentor/Alter_hanna,Анна Третьякова,QA Team Lead,Яндекс,Москва,Europe/Moscow,4083,rub,1,67,,"Тестирование, Kotlin, Автоматизация тестирования, Тест-кейсы, Процессы разработки и тестирования, Прохождение собеседований, Postman, Функциональное тестирование, Agile, Развитие карьеры"
152,bandirom,https://solvery.io/ru/mentor/bandirom,Назарий Романченко,Software Engineer,Procivis ag,Zurich,Europe/Zurich,4083,rub,22,1688,,"DevOps, Бэкенд, IoT, Python, REST API, Docker, AWS, Rabbitmq, Microservices, Django, Django REST framework, Deploy, CI/CD, Swagger, Микроконтроллеры, Arduino, ESP8266, ESP32, GitHub, RaspberryPi, PCB, Nginx, Kubernetes, Terraform, Websockets, Azure cloud"
1086,Neifmetus,https://solvery.io/ru/mentor/Neifmetus,Екатерина Батеева,iOS Developer,PreggApp,Москва,Europe/Moscow,4083,rub,2,219,,"Мобильная разработка, Тестирование, Управление командой, Автоматизация тестирования, Тест-кейсы, Процессы разработки и тестирования, Прохождение собеседований, iOS, Swift, Xcode, Функциональное тестирование"
968,hpace,https://solvery.io/ru/mentor/hpace,Андрей Тищенко,"Владелец команды (CEO & CTO, TeamLead) - FullStack Web-разработчик Middle+, Mobile-разработчик Middle, Senior Project Manager",Hpace,Томск,Asia/Krasnoyarsk,4083,rub,19,219,,"Бэкенд, Фронтенд, Управление проектами, HTML, CSS, JavaScript, SVG, Canvas, Less, Sass, Gulp, Webpack, React, Redux, Bootstrap, Node.js, Express, TypeScript, PHP, Laravel, MongoDB, PostgreSQL, Базы данных, Функциональное программирование, Tilda, SCSS, VDS, Логотип, UX, SASS, Figma, Ubuntu, Git, Производительность, Браузеры, REST API, Анимация, Фирменный стиль, Упаковка, Дизайн-стратегия, Графический дизайн, Пиктограммы, Интерфейсы, AR, Продуктовая аналитика, Customer Journey Map, Module architecture, БЭМ, Кроссбраузерная оптимизаци, Mobile first, Семантичная вёрстка, Style guide, UI kit, Linux, CI, Tensorflow, Rabbitmq, Microservices, Architecture, Перфоманс и скорость загрузки, Подготовка технических докладов, MySQL, jQuery, Flutter, Dart, Vue.js, Kanban, Scrum, Структуры данных, Прототипное наследование, Apache, UML диаграммы, Автоматизация тестирования, Тест-кейсы, Процессы разработки и тестирования, Прохождение собеседований, Верстка, Алгоритмы, Анализ и поиск решения (bugfix), CI/CD, Архитектура процессов, Анимации JS, Анимации CSS, Openapi, ESLint, iOS, СУБД, Echo, Swagger, Мотивация команды, Freelance, WordPress, Статистика, React Native, Аналитика, Frontend Performance, Техническое задание, Jsonnet, Cypress, Яндекс Метрика, Управление проектным офисом, Управление портфелем проектов, Управление организационными изменениями, Битрикс24, Распределённая команда, CEO, CTO, HR: подбор и адаптация, HR: мотивация сотрудников, HR: обучение и развитие, HR: стратегический HR, HR: формирование команд, HR: аналитика, Системное проектирование, Менеджмент 3.0, Публичные выступления, Стартапы: продвижение, Стартапы: запуск, Стартапы: трекинг, Построение системы менторинга, Продажи, Активные продажи, B2B-продажи, IT риски, Управление ИТ, IT аудит, Дизайн Система, EdTech, AdTech, HealthTech, FoodTech, User Story, Концепция и границы, Маркетинг: анализ конкурентов, Маркетинг: оценка рынка, Карьера: Поиск работы, Карьера: Составление резюме, Карьера: Linkedin, GitLab, Chrome DevTools, CRM Маркетинг, Коучинг, Коучинг: лайф-коучинг, Коучинг: бизнес-коучинг, Коучинг: целеполагание, Стратегическое планирование, Маркетинговый аудит, Mind Map, Notion, SWOT, SMART Цели, Trello, Miro, UX: анализ конкурентов, UX: юзабилити аудит, Развитие soft skills, People management, Найм команды, NFT, Переговоры, Организационная структура, Бизнес-процессы, Тайм-менеджмент, Кейс-менеджмент, Эффективность организации, Качество продуктов и услуг, Стратегическое управление, Нейросети, Анализ конкурентов, Parallax, Технический писатель, Трекшен проектов/стартапов, Персональные данные, Модерация, Построение отдела продаж, Управление образовательным продуктом, Разработка технической документации, Автоматизация документирования, Маркетинговая коммуникация, Путь героя , Контент-план, Использование ИИ, Запуск стартапов, Упаковка проекта"
1746,LebedevaKatya,https://solvery.io/ru/mentor/LebedevaKatya,Катя Лебедева,Продуктовый дизайнер в Самокате,Самокат,Санкт-Петербург,Europe/Moscow,4083,rub,1,107,,"Управление командой, Дизайн, HTML, CSS, UI, UX, Figma, Material Design, Style guide"
3627,danilapositive,https://solvery.io/ru/mentor/danilapositive,Данила Матюшин,iOS Developer,МТС Юрент,Ульяновск,Europe/Moscow,4083,rub,0,56,,"Мобильная разработка, Redux, UI kit, Процессы разработки и тестирования, Прохождение собеседований, Gitflow, iOS, Swift, Xcode, MVVM, Многопоточность , SwiftUI, Combine, Viper, MVP, Clean Architecture, Firebase, REST API, Git, Push Notifications"
28878,tatiana_kazanova,https://solvery.io/ru/mentor/tatiana_kazanova,Татьяна Казанова,Product Marketing Manager ,Яндекс,Москва,Europe/Moscow,4083,rub,0,0,,"Маркетинг, JTBD, Customer Journey Map, Маркетинговая коммуникация, Маркетинговая аналитика, Маркетинг: стратегия, Маркетинг: исследования, Маркетинг: оценка рынка, Маркетинговый аудит, Маркетинг: анализ конкурентов, Управление образовательным продуктом, EdTech, Развитие карьеры, Стратегический маркетинг, Позиционирование на рынке"
27999,dmit_sergeev,https://solvery.io/ru/mentor/dmit_sergeev,Дмитрий Сергеев,Product Manager,Vk Tech,Москва,Europe/Moscow,4083,rub,1,0,,"Управление командой, Управление продуктом, JTBD, Продуктовая аналитика, Customer Journey Map, Прохождение собеседований, Customer development, Google analytics, Яндекс Метрика, Jira, Юнит-экономика, Growth hacking, Продуктовые метрики, Продуктовая стратегия, Confluence, B2B-продажи, User Story, Маркетинг: анализ конкурентов, Маркетинг: оценка рынка, Тестирование продуктовых гипотез, Маркетинг: персоны, Карьера: Поиск работы, Карьера: Составление резюме, Miro, ИИ/AI, ChatGPT, OKR, Прототипирование, Карьерное консультирование, Анализ конкурентов, Оценка рынка, Исследование и сегментация ЦА, GA4, Использование ИИ"
26348,sdormidontov,https://solvery.io/ru/mentor/sdormidontov,Сергей Дормидонтов,Руководитель службы аналитики в финтехе Яндекса,Яндекс,Москва,Europe/Moscow,4083,rub,2,47,,"Управление командой, Data Science, Бизнес аналитика, Python, SQL, Продуктовая аналитика, Машинное обучение, BigData, Прохождение собеседований, Развитие карьеры, Тестирование продуктовых гипотез, Найм команды, Аналитика данных, настройка процессов в команде, Мотивация команды, A/B testing, Аналитика, scikit-learn, Catboost, Юнит-экономика, Карьера: Составление резюме, Карьера: Поиск работы, SMART Цели, Miro, Развитие soft skills, Масштабирование команды, datalens, Финансовый анализ, Оценка рынка, Маркетинговая аналитика, Использование ИИ"
25421,sergpo,https://solvery.io/ru/mentor/sergpo,Сергей Поляков,Product Lead,ex SberHealth,Петрозаводск/Москва,Europe/Moscow,4083,rub,1,21,,"Управление продуктом, Продуктовая аналитика, A/B testing, Customer development, Юнит-экономика, Customer experience, Growth hacking, Продуктовые метрики, Продуктовая стратегия, Стартапы: запуск, Стартапы: трекинг, User Story, Тестирование продуктовых гипотез, UX: анализ конкурентов, UX: юзабилити аудит, OKR, KPI и OKR, Прототипирование, CJM, Senior Product Manager, Трекшен проектов/стартапов"
22153,turkindv,https://solvery.io/ru/mentor/turkindv,Дмитрий Туркин,TeamLead,Т-Банк,Москва,Europe/Moscow,4083,rub,0,10,,"Бэкенд, Управление командой, PostgreSQL, Python, Docker, Django, Django REST framework, Прохождение собеседований, FastAPI"
17786,alexkovlead,https://solvery.io/ru/mentor/alexkovlead,Александр Ковалевский,Lead PM,Apex Games,Москва,Europe/Moscow,4083,rub,1,23,,"Разработка игр, Управление командой, Управление проектами, Indie, MVP, Процессы разработки и тестирования, Прохождение собеседований, Мотивация команды, Техническое задание, Управление организационными изменениями, Распределённая команда, Управление знаниями в команде, CEO, Управление документацией, Jira, Slack, Развитие карьеры, Финансовое моделирование, Маркетинг: анализ конкурентов, Маркетинг: оценка рынка, Карьера: Поиск работы, Карьера: Составление резюме, Карьера: Linkedin, Коучинг: лайф-коучинг, Коучинг: целеполагание, Стратегическое планирование, Notion, SWOT, Развитие soft skills, People management, Найм команды, Организационная структура, Бизнес-процессы, Тайм-менеджмент, Эффективность организации, Стратегическое управление, Масштабирование команды, Нейросети, ИИ/AI, Менеджмент Стейкхолдеров, настройка процессов в команде, продюсирование мероприятий в gamedev, Подбор экспертов, Game Design, Финансовый анализ, Бирюзовые организации, Спиральная динамика, Оценка эффективности организации, Анализ конкурентов, ClickUp, Доли и опционы в стартапе, Привлечение инвестиции, Путь героя , Драматургия , Использование ИИ"
10838,grinev_ruslan,https://solvery.io/ru/mentor/grinev_ruslan,Руслан Гринев,Java Tech Lead,Альфа-Банк,Воронеж,Europe/Samara,4083,rub,0,49,,"Бэкенд, Управление командой, Git, SQL, Kotlin, Java, REST API, Spring, Microservices, Hibernate, Scrum, PostgreSQL, Redis, Kafka, MongoDB, Maven, Gradle, Kubernetes, Docker"
10040,ssbortsov,https://solvery.io/ru/mentor/ssbortsov,Сергей Борцов,дизайн-директор,Reboot,Белград ,Europe/Belgrade,4083,rub,6,82,,"Дизайн, Маркетинг, UX, Figma, Графический дизайн, UI kit, Дизайн Система, UX: анализ конкурентов, UX: юзабилити аудит, UX: разработка сценариев, UX: разработка концептуального макета, UX: детальный дизайн, Развитие soft skills, Brand-management, Дизайн обучающих мероприятий"
9328,nick_lukinih,https://solvery.io/ru/mentor/nick_lukinih,Николай Лукиных,Руцководитель направления трансформации,Страховая компания югория,Пермь,Asia/Yekaterinburg,4083,rub,1,46,,"Управление командой, Управление продуктом, Управление проектами, Userflow, MVP, Customer Journey Map, Kanban, Scrum, Мотивация команды, Agile, Jira, Публичные выступления, User Story, Коучинг, Коучинг: бизнес-коучинг, SWOT, SMART Цели, OKR"
7463,oksanahr,https://solvery.io/ru/mentor/oksanahr,Оксана Полещук,Карьерный Коуч/ Карьерный консультант/ IT Recruiter,,Москва,Asia/Krasnoyarsk,4083,rub,1,20,,"HR, Прохождение собеседований, Мотивация команды, HR: подбор и адаптация, HR: мотивация сотрудников, HR: обучение и развитие, Развитие карьеры"
5832,programator,https://solvery.io/ru/mentor/programator,Андрей Никулин,Backend php/go developer,,Санкт-Петербург,Europe/Moscow,4083,rub,7,441,,"Бэкенд, PHP, Laravel, Базы данных, Python, REST API, MySQL, Symfony, Алгоритмы, Go, Swagger, Yii2, Redis"
26702,dartnnn,https://solvery.io/ru/mentor/dartnnn,Артём Долгов,Ex. Tech lead,ЭлНетМед,Санкт-Петербург,Europe/Moscow,4087,rub,0,0,,"Бэкенд, Базы данных, C#, Microservices, ASP.NET Core, PostgreSQL, MongoDB"
24194,lyankagofman,https://solvery.io/ru/mentor/lyankagofman,Марина Гофман,Продуктовый дизайнер,Smartcat,Белград,Europe/Bucharest,4087,rub,1,14,,"Управление командой, Дизайн, UI, UX, JTBD, Прохождение собеседований, Карьера: Составление резюме, UX: юзабилити аудит, UX: разработка сценариев, UX: интервью, опросы, анкетирование, UX: разработка концептуального макета, UX: детальный дизайн, UX: настройка процессов в команде"
22487,max_solovev01,https://solvery.io/ru/mentor/max_solovev01,Макс Соловьев,Руководитель отдела автоматизации тестирования,Polymatica,Ярославль,Europe/Moscow,4087,rub,0,14,,"Тестирование, Управление командой, SQL, Тест-кейсы, Процессы разработки и тестирования, Прохождение собеседований, Архитектура процессов, SoapUI, Мотивация команды, Функциональное тестирование, Cypress, Управление знаниями в команде, HR: обучение и развитие, Jira, Карьера: Поиск работы, Карьера: Составление резюме, Chrome DevTools, Развитие soft skills, Тайм-менеджмент, ИИ/AI, ChatGPT, настройка процессов в команде"
22014,olgakhom,https://solvery.io/ru/mentor/olgakhom,Ольга Хомутская,Руководитель проектов,Московский авиационный институт,Москва,Europe/Moscow,4087,rub,0,9,,"Управление командой, Маркетинг, Управление проектами, Публичные выступления, Концепция и границы, Карьера: Поиск работы, Карьера: Составление резюме, Коучинг: лайф-коучинг, Коучинг: целеполагание, Развитие soft skills, People management, Переговоры, Организационная структура, Бизнес-процессы, Тайм-менеджмент, Кейс-менеджмент, Эффективность организации, Масштабирование команды, продюсирование конференций и митапов, продюсирование мероприятий в IT , Подбор экспертов"
5121,dariana_zhu,https://solvery.io/ru/mentor/dariana_zhu,Дарьяна Жукова,Product manager with 6+ years | Коуч ICF,,Ташкент,Asia/Tashkent,4087,rub,5,131,,"Управление командой, Управление продуктом, Управление проектами, MVP, Продуктовая аналитика, Customer Journey Map, Kanban, Scrum, Процессы разработки и тестирования, Прохождение собеседований, Мотивация команды, Agile, Управление организационными изменениями, Распределённая команда, Управление знаниями в команде, Customer experience, Продуктовые метрики, Продуктовая стратегия, Публичные выступления, Построение системы менторинга, Lean, User Story, Тестирование продуктовых гипотез, Коучинг, Коучинг: лайф-коучинг, Коучинг: бизнес-коучинг, Коучинг: целеполагание, SMART Цели, Развитие soft skills, Тайм-менеджмент, настройка процессов в команде, CJM, Карьерное консультирование, ClickUp"
