mentor_id,slug,profile_url,name,title,company,city,timezone,price,currency,reviews_count,sessions_count,categories,skills
141,aleksey_krapivnitskiy,https://solvery.io/ru/mentor/aleksey_krapivnitskiy,Алексей Крапивницкий,Аналитик,Антифишинг,Санкт-Петербург,Europe/Moscow,2916,rub,3,542,,"Тестирование, Бизнес аналитика, Системная аналитика, SQL, Kanban, Scrum, Selenium, Appium, CI/CD, Selenide, REST-assured, Postman, Cucumber, Функциональное тестирование, Agile, Управление требованиями, Управление документацией, Jira, BPMN, UML, Confluence"
2267,khriptoni,https://solvery.io/ru/mentor/khriptoni,Антон Хрипунов,Senior ABAP developer,Sap,Мытищи (Город),Europe/Belgrade,2916,rub,2,91,,"Бэкенд, Фронтенд, Базы данных, REST API, OOABAP, ABAP, oData, SAP, Unit Tests, OOP"
1331,Dmitriy_Pohodnya,https://solvery.io/ru/mentor/Dmitriy_Pohodnya,Дмитрий Походня,Senior Frontend developer,Обоз digital,Ростов-на-Дону,Europe/Moscow,2916,rub,5,345,,"Фронтенд, HTML, CSS, JavaScript, Vue.js"
2704,png_tech,https://solvery.io/ru/mentor/png_tech,Николай Пунин,Ведущий разработчик,,Тамбов,Europe/Moscow,2916,rub,2,200,,"Бэкенд, Управление командой, Java, Spring, Spring Boot, TDD, Spring Framework, OOP, Распределённая команда, Управление знаниями в команде, MVP, REST API, Процессы разработки и тестирования, Git, Gitflow, Unit Tests"
2816,wilful,https://solvery.io/ru/mentor/wilful,Андрей Семенов,Системный инженер,iTmage,Сочи,Europe/Kaliningrad,2916,rub,1,25,,"DevOps, Информационная безопасность, Ruby, Git, Docker, Linux, MySQL, CI/CD, Nginx, Terraform, bash, Puppet, GitLab, Rust"
3463,dshemin,https://solvery.io/ru/mentor/dshemin,Дмитрий Шемин,Ведущий разработчик,cloud.ru,Новосибирск,Asia/Krasnoyarsk,2916,rub,6,431,,"Бэкенд, PHP, Laravel, MongoDB, PostgreSQL, SQL, REST API, Docker, Ansible, CD, CI, Rabbitmq, CI/CD, GitlabCI, Go, DDD, GitHub, Kafka, Redis, Kubernetes, YAML, Helm, Terraform, GitLab, Prometheus, Grafana, gRPC"
2246,anton_rabinovich,https://solvery.io/ru/mentor/anton_rabinovich,Антон Рабинович,Системный аналитик,,Москва,Europe/Moscow,2916,rub,0,67,,"Управление командой, Бизнес аналитика, Системная аналитика, MongoDB, Базы данных, Git, SQL, REST API, Scrum, UML диаграммы, Процессы разработки и тестирования, Архитектура процессов, Паттерны проектирования, SoapUI, Аналитика, Software Architecture, Kafka, Agile, NoSQL, Управление требованиями, Проектирование интеграций, Системное проектирование, Управление документацией"
653,spoot,https://solvery.io/ru/mentor/spoot,Алесандр Куимов,Fullstack-разработчик (Laravel/Vue.js),Веб-студия кит,Геленджик,Europe/Moscow,2916,rub,0,0,,"Бэкенд, Фронтенд, Laravel, Vue.js"
223,ashatilovdev,https://solvery.io/ru/mentor/ashatilovdev,Александр Шатилов,Руководитель AI направления,Европлан,Москва,Europe/Moscow,2916,rub,0,2,,"Управление командой, Управление продуктом, Управление проектами, Стартапы: запуск, large language model (LLM), LLM (large language models)"
697,Vladislav_Serednyakov,https://solvery.io/ru/mentor/Vladislav_Serednyakov,Владислав Середняков,TechLead Fullstack PHP,Devhype Blog,Нижний Тагил,Asia/Yekaterinburg,2916,rub,1,270,,"DevOps, Бэкенд, Фронтенд, React, Bootstrap, PHP, Laravel, PostgreSQL, REST API, Docker, Linux, MySQL, Symfony, Процессы разработки и тестирования, CI/CD, Паттерны проектирования, DDD, RaspberryPi, Yii2, Websockets, Zend , Linux администрирование"
2443,batkov_artem,https://solvery.io/ru/mentor/batkov_artem,Артем Батьков,Product Designer,Lingoplay ltd.,Ростов-на-Дону,Europe/Moscow,2916,rub,2,22,,"Дизайн, Маркетинг, UI, UX, Типографика, Figma, Userflow, Material Design, Анимация, After Effects, Фирменный стиль, Интерфейсы, Customer Journey Map, Motion-design, UI kit"
1887,farbuzov,https://solvery.io/ru/mentor/farbuzov,Ф``ёдор Арбузов,python senior developer,Мтс,Москва,Europe/Moscow,2916,rub,0,22,,"Бэкенд, Фронтенд, HTML, CSS, JavaScript, React, Python, Flask"
29217,rynkovskii,https://solvery.io/ru/mentor/rynkovskii,Артём Рынковский,Business / System Analyst,Exadel,Тбилиси,Asia/Baku,2916,rub,0,0,,"Бизнес аналитика, Системная аналитика, Базы данных, Figma, SQL, MVP, REST API, Kanban, Scrum, UML диаграммы, Прохождение собеседований, Postman, Kafka, BABOK, BRD, SRS, Управление требованиями, Проектирование интеграций, Системное проектирование, Управление документацией, Jira, Slack, Confluence, Lean, Lean Just-in-time, User Story, Карьера: Поиск работы, Карьера: Составление резюме, Карьера: Linkedin, Карьера: Релокейт, Notion, Waterfall, SMART Цели, Бизнес-процессы, Тайм-менеджмент, Дизайн систем, Техническая документация, Прототипирование, Релокация, Linkedin, Промпт-инжиниринг, AI-анализ"
28393,stan_k,https://solvery.io/ru/mentor/stan_k,Станислав Кругликов,Solution Architect,Epam,Гданьск,Europe/Warsaw,2916,rub,0,16,,"Бэкенд, Управление проектами, C#, SQL, Clean Architecture, REST API, Microservices, ASP.NET Core, Software Engineering, Процессы разработки и тестирования, Прохождение собеседований, Azure cloud, .NET core, Entity Framework, Паттерны проектирования, Swagger, Мотивация команды, Software Architecture, NoSQL"
16491,dharbachou,https://solvery.io/ru/mentor/dharbachou,Дмитрий Горбачев,Senior Software engineer ,Itechart,Минск,Europe/Minsk,2916,rub,2,147,,"Бэкенд, Фронтенд, Управление продуктом, HTML, CSS, JavaScript, React, Redux, Express, TypeScript, MongoDB, PostgreSQL, SCSS, Vue.js, NestJS, Next.Js, Node.js, UI, UX, Производительность, MVP, A11y, Перфоманс и скорость загрузки, Прохождение собеседований"
29267,,,Кирилл Есин,Data Engineer,Купибилет,Казань,Europe/Moscow,2916,rub,0,0,,"Data Engineering, Системная аналитика, SQL, Python, ClickHouse, PostgreSQL, Kafka, MongoDB, Базы данных, CI/CD, Аналитика данных, AI-анализ, Использование ИИ"
28909,kondrateva_a,https://solvery.io/ru/mentor/kondrateva_a,Анастасия Кондратьева,Product Marketing Manager,Jivo,Самара,Europe/Samara,2916,rub,0,0,,"Управление продуктом, Маркетинг, Продуктовая аналитика, Маркетинг: процессы, Тестирование продуктовых гипотез, настройка процессов в команде, CJM, Маркетинговые исследования, Исследование и сегментация ЦА, Стратегический маркетинг, Позиционирование на рынке, B2B-маркетинг, Контент-маркетинг"
28302,elenkin_aleksey,https://solvery.io/ru/mentor/elenkin_aleksey,Алексей Еленкин,Back-End Ruby Team Lead,Лига цифровой экономики,Москва,Europe/Moscow,2916,rub,0,1,,"DevOps, Бэкенд, Управление командой, Ruby, PostgreSQL, Базы данных, Git, Производительность, Docker, Rabbitmq, Процессы разработки и тестирования, CI/CD, Архитектура процессов, ClickHouse, Стратегическое планирование"
2092,aleksei,https://solvery.io/ru/mentor/aleksei,Алексей Казаков,IT Lead / CTO ,T1,Санкт-Петербург,Europe/Moscow,2916,rub,0,0,,"Фронтенд, Управление командой, JavaScript, HTML, CSS, Webpack, React, TypeScript, Vue.js, Git, Паттерны проектирования, Карьерное консультирование, Управление знаниями в команде, Мотивация команды, Распределённая команда, Масштабирование команды, Найм команды, настройка процессов в команде, Процессы разработки и тестирования"
29205,,,Олег Тютюнщиков,Head of Sales,Twin,Тбилиси,Asia/Tbilisi,2916,rub,0,0,,"Управление командой, Управление проектами, Производительность, Прохождение собеседований, Мотивация команды, Статистика, Chat bots, Битрикс24, Битрикс, Развитие карьеры, Юнит-экономика, Стартапы: продвижение, Стартапы: запуск, Стартапы: трекинг, Продажи, Активные продажи, B2B-продажи, EdTech, Стратегическое планирование, Построение контакт-центра, People management, Найм команды, Бизнес-процессы, Масштабирование команды, Нейросети, ИИ/AI, Аналитика данных, amo crm, google sheets, Подбор экспертов, Жесткие переговоры, Партнерский маркетинг, Франшизы, Построение отдела продаж, Использование ИИ"
27589,nkuzichkin,https://solvery.io/ru/mentor/nkuzichkin,Николай Кузичкин,Эксперт управления разработки,Финтех,Оренбург,Asia/Yekaterinburg,2916,rub,0,0,,"Бэкенд, Управление командой, PostgreSQL, C#, REST API, ASP.NET Core, TDD, Процессы разработки и тестирования, .NET core, Blazor, LINQ, Entity Framework, Архитектура процессов"
29200,,,Дмитрий Афанасьев,Руководитель направления системного анализа,Рсхб-интех,Санкт-Петербург,Europe/Samara,2916,rub,0,0,,"Системная аналитика, SQL, REST API, UML диаграммы, Прохождение собеседований, Аналитика, Software Architecture, Jira, UML, Confluence, Техническая документация"
29179,clearux,https://solvery.io/ru/mentor/clearux,Татьяна Яковлева,Старший дизайнер-проектировщик,AWG,Санкт-Петербург,Europe/Moscow,2916,rub,0,0,,"Дизайн, Tilda, UX, Figma, JTBD, Userflow, Интерфейсы, Прохождение собеседований, Яндекс Метрика, Customer experience, User Story, Mind Map, SMART Цели, UX: анализ конкурентов, UX: юзабилити аудит, UX: синтез персонажей, UX: разработка сценариев, UX: интервью, опросы, анкетирование, UX: детальный дизайн, UX: тексты, UX: лендинги, Blueprint, Прототипирование, Ценностное предложение, CJM, Анализ конкурентов, Юзабилити аудит, СХ Аналитика"
19655,konstantinvoskresenskiy,https://solvery.io/ru/mentor/konstantinvoskresenskiy,Константин Воскресенский,Product Manager,Steiza,Буэнос Айрес,America/Argentina/Buenos_Aires,2916,rub,1,31,,"Управление продуктом, Управление проектами, Управление командой, Продуктовая аналитика, Прохождение собеседований, Мотивация команды, Аналитика, Управление организационными изменениями, Распределённая команда, Управление знаниями в команде, CEO, HR: подбор и адаптация, HR: мотивация сотрудников, HR: обучение и развитие, Развитие карьеры, Продуктовые метрики, Продуктовая стратегия, Маркетинг: найм, Стартапы: трекинг, Маркетинг: исследования, Маркетинг: оценка рынка, Тестирование продуктовых гипотез, Карьера: Поиск работы, Карьера: Составление резюме, Коучинг, Коучинг: бизнес-коучинг, Коучинг: целеполагание, Стратегическое планирование, UX: анализ конкурентов, Развитие soft skills, People management, Найм команды, Переговоры, Организационная структура, Бизнес-процессы, Стратегическое управление, Масштабирование команды, Аналитика данных, Менеджмент Стейкхолдеров, UX: настройка процессов в команде, OKR, настройка процессов в команде, Упаковка, Customer Journey Map, MVP, Agile, Управление проектным офисом, Управление портфелем проектов, CPO, Юнит-экономика, Customer experience, Финансовое моделирование, Маркетинг: стратегия, Стартапы: запуск, Стартапы: продвижение, Управление ИТ, Карьера: Linkedin, Эффективность организации, Качество продуктов и услуг, Клиентский Сервис, ChatGPT, лендинги, Прототипирование, Ценностное предложение, Финансовый анализ, CJM, Оценка эффективности организации, Карьерное консультирование, Анализ конкурентов, Оценка рынка, Исследование и сегментация ЦА, Маркетинговая аналитика, Сегментация клиентов, Linkedin, Трекшен проектов/стартапов, Управление образовательным продуктом"
25624,denis_ishencko,https://solvery.io/ru/mentor/denis_ishencko,Денис Ищенко,UI/UX Designer,Red Collar,Воронеж,Europe/Moscow,2916,rub,0,3,,"Дизайн, UI, Tilda, UX, Типографика, Figma, JTBD, After Effects, UI kit, Дизайн Система, Маркетинг: исследования, UX: лендинги, Прототипирование, Анализ конкурентов, Сторителлинг, Использование ИИ"
8486,jenoid_eugene,https://solvery.io/ru/mentor/jenoid_eugene,Eugene Lyakhov,ИТ лид стрима /Director of Engineering / Head of Development / CTO  / Technical product manager ,Иннотех,Москва,Europe/Moscow,2916,rub,3,33,,"Управление командой, Управление продуктом, Управление проектами, HTML, CSS, Canvas, React, JTBD, Userflow, Java, MVP, Firebase, Продуктовая аналитика, Spring, Spring Boot, Kanban, Scrum, Процессы разработки и тестирования, TeamCity, CI/CD, Архитектура процессов, Postman, Функциональное тестирование, Customer development, Kubernetes, Развитие карьеры, Продуктовые метрики, Продуктовая стратегия, Стартапы: запуск, Стартапы: трекинг, Управление ИТ, IT аудит, Axure RP, EdTech, Коучинг, Стратегическое планирование, Miro, Найм команды, OKR, настройка процессов в команде, power BI, Нагрузочное тестирование"
28846,ivan_korchagin,https://solvery.io/ru/mentor/ivan_korchagin,Иван Корчагин,Senior UX Research,Авито,Москва,Europe/Moscow,2916,rub,0,4,,"Управление продуктом, Дизайн, Управление проектами, UX, JTBD, Продуктовые метрики, Маркетинг: исследования, Тестирование продуктовых гипотез, UX: анализ конкурентов, UX: юзабилити аудит, UX: интервью, опросы, анкетирование, UX: настройка процессов в команде, CJM"
28843,,,Никита Слободчиков,"Project manager (Ex Yandex, Ex Avito)",Яндекс,Санкт-Петербург,Europe/Moscow,2916,rub,0,6,,"Управление командой, Управление проектами, MVP, Customer Journey Map, Kanban, Scrum, Управление портфелем проектов, Распределённая команда, Customer experience, Тестирование продуктовых гипотез, Waterfall, SMART Цели, Развитие soft skills, Переговоры, Фасилитация, Клиентский Сервис, Менеджмент Стейкхолдеров, Avito, СХ Аналитика, Упаковка проекта"
28704,,,Екатерина Никонова,QA Lead,,Санкт-Петербург,Europe/Moscow,2916,rub,0,5,,"Тестирование, Управление командой, SQL, Тест-кейсы, Процессы разработки и тестирования, Прохождение собеседований, Postman, Мотивация команды, Функциональное тестирование, Распределённая команда, Управление знаниями в команде, Jira, Confluence, User Story, Карьера: Поиск работы, Карьера: Составление резюме, Chrome DevTools, Mind Map, Notion, Miro, API запросы"
29132,sablina,https://solvery.io/ru/mentor/sablina,Екатерина Саблина,Product Designer,,Москва,Europe/Moscow,2916,rub,0,0,,"Дизайн, UI, UX, Figma, Интерфейсы, UI kit, Продуктовый дизайн"
19431,viktor_afanasev,https://solvery.io/ru/mentor/viktor_afanasev,Виктор Афанасьев,Delivery Lead / IT Lead / IT PO (FinTech),Сбер,Москва,Europe/Moscow,2916,rub,0,4,,"Управление командой, Управление проектами, Scrum, ИИ/AI, LLM (large language models), Microsoft Project, Использование ИИ"
9220,daniilpetrov,https://solvery.io/ru/mentor/daniilpetrov,Даниил Петров,Team Lead designer,Daniil petrov,Москва,Europe/Moscow,2916,rub,0,8,,"Управление командой, Дизайн, Управление проектами, UI, Tilda, Логотип, UX, Figma, Фирменный стиль, Дизайн-стратегия, UI kit, Freelance, Дизайн Система, EdTech, User Story"
28861,eugene_galera,https://solvery.io/ru/mentor/eugene_galera,Евгений Вячеславович,Senior Backend Nodejs developer,Big tech,Москва,Europe/Moscow,2916,rub,0,0,,"DevOps, Бэкенд, Фронтенд, HTML, CSS, JavaScript, React, Next.Js, Redux, Node.js, Express, TypeScript, Базы данных, Jest, SQL, REST API, Microservices, Architecture, MySQL, Kafka, Redis, NestJS, Публичные выступления, Стартапы: запуск"
28938,,,Анна Остянко,Директор проектов (ex Head of PMO Gazpromneft),Gazprombank,Санкт-Петербург,Europe/Moscow,2916,rub,0,0,,"Управление командой, Управление проектами"
28920,marygun,https://solvery.io/ru/mentor/marygun,Марина Гунько,Frontend-разработчик,Migron,Краснодар,Europe/Moscow,2916,rub,0,0,,"Фронтенд, HTML, CSS, JavaScript, React, Bootstrap, SCSS, Git, Кроссбраузерная оптимизаци, Прохождение собеседований, Верстка, Карьера: Поиск работы, Карьера: Составление резюме, Карьера: Linkedin, Tailwind, Cобеседование на английском языке"
5103,aleksei_developer,https://solvery.io/ru/mentor/aleksei_developer,Алексей Осипов,Front-end senior,Maxima,Казань,Europe/Moscow,2916,rub,0,15,,"Фронтенд, HTML, CSS, JavaScript, Sass, Gulp, React, Redux, Bootstrap, Верстка"
28887,ushakova_lyu,https://solvery.io/ru/mentor/ushakova_lyu,Любовь Ушакова,Product Owner ,Яндекс.еда,Москва,Europe/Moscow,2916,rub,0,1,,"Управление продуктом, Маркетинг, Управление проектами, Продуктовая аналитика, A/B testing, Growth hacking, Продуктовые метрики, Продуктовая стратегия, Маркетинг: стратегия, Тестирование продуктовых гипотез, CRM Маркетинг, Коучинг: целеполагание, CJM, Маркетинговые исследования, Развитие карьеры, Развитие soft skills, Карьерное консультирование, Юнит-экономика"
28833,,,Евгений Сапожников,Senior Performance Engineer,Positive technologies,Калининград,Europe/Kaliningrad,2916,rub,0,1,,"Тестирование, PostgreSQL, Python, Производительность, Java, REST API, Docker, Ansible, Rabbitmq, Microservices, Перфоманс и скорость загрузки, Jenkins, Oracle, Kafka, ClickHouse, Kubernetes, JMeter, TCP/IP, Prometheus, Grafana, gRPC, Gatling, Locust"
5769,evgeny_podterebkov,https://solvery.io/ru/mentor/evgeny_podterebkov,Евгений Подтеребков,Lead PM / Head of PMO,Альфа-Банк,Новосибирск,Asia/Krasnoyarsk,2916,rub,0,47,,"Управление командой, Управление проектами, Управление проектным офисом, Управление портфелем проектов, Управление ИТ"
27330,vlarina,https://solvery.io/ru/mentor/vlarina,Вероника Ларина,Продуктовый дизайнер,МойСклад,Санкт-Петербург,Europe/Moscow,2916,rub,0,10,,"Дизайн, UI, UX, UI kit, Прохождение собеседований, Управление портфелем проектов, Развитие карьеры, Карьера: Поиск работы, Карьера: Составление резюме, UX: анализ конкурентов, UX: разработка сценариев, UX: интервью, опросы, анкетирование, UX: разработка концептуального макета, UX: тексты, Анализ конкурентов, Исследование и сегментация ЦА"
28669,ivan_sedov,https://solvery.io/ru/mentor/ivan_sedov,Иван Седов,Backend Tech Lead,ГК Самолет,Екатеринбург,Asia/Yekaterinburg,2916,rub,0,0,,"Бэкенд, Управление проектами, Python, Docker, Django, Django REST framework, Vue.js, CI/CD, GitlabCI"
28524,anna_revva,https://solvery.io/ru/mentor/anna_revva,Анна Ревва,UX/UI-дизайнер,Сбер,"Санкт-Петербург, Санкт-Петербург",Europe/Moscow,2916,rub,0,3,,"Дизайн, UX, UI, Figma, Интерфейсы"
28451,aleksan_privalov1404,https://solvery.io/ru/mentor/aleksan_privalov1404,Александр Привалов,Старший системный аналитик,X5 tech,Воронеж,Europe/Moscow,2916,rub,0,3,,"Бизнес аналитика, Системная аналитика, PostgreSQL, Базы данных, REST API, Kanban, Scrum, Процессы разработки и тестирования, Openapi, Аналитика, Kafka, Agile, Управление требованиями, Управление документацией, BPMN, UML, User Story"
28282,elina_fedosova,https://solvery.io/ru/mentor/elina_fedosova,Элина Федосова,Senior Software Engineer,Tedo (ex. pwc),Санкт-Петербург,Europe/Moscow,2916,rub,0,14,,"Фронтенд, JavaScript, React, TypeScript"
8468,vvdev,https://solvery.io/ru/mentor/vvdev,Влад Кошечкин,Founder,Volga-volga,Астана,Asia/Tashkent,2916,rub,0,30,,"Управление продуктом, Управление командой, Бизнес аналитика, Продуктовая аналитика, Подготовка технических докладов, Процессы разработки и тестирования, Прохождение собеседований, Архитектура процессов, Мотивация команды, Управление проектным офисом, Управление организационными изменениями, Управление знаниями в команде, CEO, CTO, Управление требованиями, Проектирование интеграций, Продуктовая стратегия, Стартапы: запуск, Стартапы: трекинг, IT риски, IT аудит, Карьера: Поиск работы, Коучинг, Коучинг: бизнес-коучинг, Стратегическое планирование, Переговоры, Бизнес-процессы, Кейс-менеджмент"
9396,freud_cat,https://solvery.io/ru/mentor/freud_cat,Денис Давыдов,Главный редактор,,Воронеж,Europe/Moscow,2916,rub,0,11,,"Маркетинг, Управление проектами, Управление командой, JTBD, Найм команды, Email Маркетинг, Концепция и границы, Маркетинг: контент, Маркетинг: стратегия, Маркетинг: процессы, Маркетинг: найм, Развитие карьеры, Развитие soft skills, Trello, Маркетинговый аудит"
27580,aagrishaev,https://solvery.io/ru/mentor/aagrishaev,Артём Гришаев,Chief Business Development Office,,Москва,Europe/Moscow,2916,rub,0,0,,"Управление проектами, Маркетинг, Управление командой, B2B-продажи, IT риски, IT аудит, Стратегическое планирование, Стратегическое управление, Коммуникационная стратегия, продюсирование конференций и митапов"
27811,alexey_tokarev,https://solvery.io/ru/mentor/alexey_tokarev,Алексей Токарев,Руководитель проекта,Fintech,Кемерово,Asia/Krasnoyarsk,2916,rub,1,9,,"Управление командой, Управление продуктом, Управление проектами, Kanban, Scrum, Прохождение собеседований, Fintech, Agile, Управление портфелем проектов, Jira, Confluence, Стратегическое планирование, настройка процессов в команде"
27787,faiskhanova_alina,https://solvery.io/ru/mentor/faiskhanova_alina,Алина Фаисханова,QA инженер,Megafon,Екатеринбург,Asia/Aqtau,2916,rub,1,5,,"Тестирование, Postman, Swagger, API запросы, Kubernetes, Docker, Функциональное тестирование, Процессы разработки и тестирования, BPMN, Техническая документация"
27745,alexey_dmitriev,https://solvery.io/ru/mentor/alexey_dmitriev,Алексей Дмитриев,Delivery Manager,Freedom Finance Global PLC,Москва,Europe/Moscow,2916,rub,0,1,,"Управление командой, Управление проектами, HR, Процессы разработки и тестирования, Архитектура процессов, Мотивация команды, Управление организационными изменениями, Распределённая команда, Управление знаниями в команде, HR: формирование команд, Управление ИТ, Коучинг, Коучинг: лайф-коучинг, Коучинг: бизнес-коучинг, Коучинг: целеполагание, Найм команды, Масштабирование команды, настройка процессов в команде"
27527,o0,https://solvery.io/ru/mentor/o0,Игорь Алексеенко,"Fullstack developer, преподаватель программирования",Sole Proprietor,Санкт-Петербург,Europe/Moscow,2916,rub,0,28,,"Бэкенд, Управление командой, Фронтенд, HTML, CSS, JavaScript, SVG, Canvas, Webpack, React, Next.Js, Redux, Node.js, Express, TypeScript, PostgreSQL, Базы данных, Функциональное программирование, UI, SCSS, UX, Jest, Производительность, Браузеры, Clean Architecture, MVP, REST API, Анимация, БЭМ, Доступность сайтов, Кроссбраузерная оптимизаци, Mobile first, Семантичная вёрстка, UI kit, Docker, CD, CI, Перфоманс и скорость загрузки, Подготовка технических докладов, jQuery, Структуры данных, Прототипное наследование, Gitflow"
27406,mikhail_stroganov,https://solvery.io/ru/mentor/mikhail_stroganov,Михаил Строганов,Продуктовый аналитик,Magnit Tech,Санкт-Петербург,Europe/Moscow,2916,rub,0,5,,"Data Science, Data Engineering, Бизнес аналитика, Python, SQL, A/B testing, Статистика, Аналитика данных, Аналитика, Продуктовая аналитика, Pandas, Numpy, Scipy"
27292,ilogachev,https://solvery.io/ru/mentor/ilogachev,Иван Логачев,Архитектор,,Москва,Europe/Kaliningrad,2916,rub,0,1,,"Фронтенд, Бэкенд, DevOps, TypeScript, PHP, Python, Linux, Ansible, React"
22278,anst_foto,https://solvery.io/ru/mentor/anst_foto,Андрей Старинин,преподаватель,Компьютерная академия ТОП,Воронеж,Europe/Moscow,2916,rub,0,11,,"Бэкенд, Фронтенд, HTML, CSS, PostgreSQL, C#, SQL, WPF, SQLite, Less, JavaScript, Базы данных, Ubuntu, Git, Docker, Linux, .NET core, LINQ, Entity Framework, Gitflow, Паттерны проектирования, Arduino, GitHub, YAML, MVVM, EdTech"
27140,bspresident,https://solvery.io/ru/mentor/bspresident,Алексей Борисенко,CEO,Badstudio,Краснодар,Europe/Moscow,2916,rub,0,2,,"Бэкенд, Фронтенд, Управление проектами, HTML, CSS, Less, Sass, Bootstrap, PHP, Базы данных, UI, SCSS, Figma, Git, REST API, After Effects, Motion-design, Доступность сайтов, Mobile first, Lighthouse, MySQL, jQuery, Apache, Верстка, Анимации JS, Анимации CSS, OOP, Nginx, PWA, SEO, Яндекс Метрика, Битрикс24, 1С-Битрикс, Битрикс, UX: юзабилити аудит, Adobe After Effects, лендинги, MVC, Cloudflare"
24532,walkman,https://solvery.io/ru/mentor/walkman,Никита Сиротин,Frontend-разработчик,Сбер,Москва,Europe/Moscow,2916,rub,0,5,,"Фронтенд, JavaScript, React"
7524,dimitrian_ivanenko,https://solvery.io/ru/mentor/dimitrian_ivanenko,Димитриан Иваненко,"Владелец  агрегаторов medreg-market.ru, labmed-market.ru, panda-sweets.ru и сервиса мероgриятий dimitrian.ru",Иваненко Димитриан Сергеевич,Москва,Europe/Moscow,2916,rub,1,33,,"Управление продуктом, Маркетинг, Управление организационными изменениями, Менеджмент 3.0, Маркетинг: стратегия, Стартапы: продвижение, Стартапы: запуск, Стартапы: трекинг, Продажи, Активные продажи, B2B-продажи, Стратегическое планирование, Стратегическое управление"
24809,takacyba,https://solvery.io/ru/mentor/takacyba,Иван Котов,Head of QA,МТС Web Services Big Data,Москва,Europe/Moscow,2916,rub,9,237,,"Тестирование, Бэкенд, Data Engineering, Python, Git, SQL, REST API, Docker, Linux, BigData, ETL, TDD, Автоматизация тестирования, Тест-кейсы, Jenkins, Прохождение собеседований, CI/CD, GitlabCI, Unit Tests, Swagger, Allure, Hadoop, Hive, Spark, Pandas, Kafka, Jira, Карьера: Поиск работы, Карьера: Составление резюме, Карьерное консультирование, API запросы, Apache Airflow, Jupyter Notebook"
24820,essch,https://solvery.io/ru/mentor/essch,Евгений Штольц,CTO,Митра,Москва,Europe/Moscow,2916,rub,3,31,,"DevOps, Бэкенд, Фронтенд, JavaScript, Node.js, PHP, PostgreSQL, Ubuntu, Git, Docker, Linux, Ansible, CD, CI, Машинное обучение, Elasticsearch, Microservices, Kanban, Scrum, Jenkins, CI/CD, Kubernetes, Helm, HR: подбор и адаптация, Zabbix, Terraform, Развитие карьеры, Карьера: Поиск работы, Карьера: Составление резюме, Карьера: Linkedin, GitLab, Найм команды, Переговоры, Prometheus, Grafana, Подбор экспертов, Карьерное консультирование, Linux администрирование, Kibana, Использование ИИ"
21308,raisterleventayn,https://solvery.io/ru/mentor/raisterleventayn,Павел Хотченков,Lead Project & Operations Manager | Head of PMO & Operations,,Санкт-Петербург,Europe/Moscow,2916,rub,0,2,,"Управление командой, Управление проектами, HR, Kanban, Scrum, Мотивация команды, Аналитика, Agile, Управление проектным офисом, Управление портфелем проектов, Управление организационными изменениями, Распределённая команда, Управление знаниями в команде, HR: мотивация сотрудников, HR: оценка и аттестация, HR: обучение и развитие, HR: внутренняя коммуникация и корпоративная культура, Управление требованиями, Менеджмент 3.0, Развитие карьеры, BPMN, Построение системы менторинга, Карьера: Поиск работы, Карьера: Составление резюме, Miro, Развитие soft skills, People management, Найм команды, Организационная структура, Бизнес-процессы, Тайм-менеджмент, Эффективность организации, Аналитика данных, настройка процессов в команде"
5143,greg_osetrov,https://solvery.io/ru/mentor/greg_osetrov,Григорий Осетров,Backend-Developer,ООО Платформа,Волгоград,Europe/Moscow,2916,rub,3,50,,"Тестирование, Бэкенд, PostgreSQL, C#, SQL, Rabbitmq, ASP.NET Core, .NET core, Паттерны проектирования"
25065,foul_foumart,https://solvery.io/ru/mentor/foul_foumart,Наталья Едовина,Senior Product Designer ,Мтс digital,Екатеринбург,Asia/Yekaterinburg,2916,rub,1,22,,"Дизайн, UI, UX, Figma, Userflow, Дизайн-стратегия, UX: анализ конкурентов, UX: юзабилити аудит, UX: разработка сценариев, UX: интервью, опросы, анкетирование, UX: разработка концептуального макета, UX: детальный дизайн, UX: тексты, UX: настройка процессов в команде"
26691,rodion_yakovlev,https://solvery.io/ru/mentor/rodion_yakovlev,Родион Яковлев,Руководитель проектного офиса,ООО МАДПО,Москва,Europe/Moscow,2916,rub,0,1,,"Управление проектами, Управление командой, Управление продуктом, Miro, Jira, Confluence, Asana, Управление проектным офисом, Управление портфелем проектов, Управление требованиями, Управление документацией, Управление ИТ, Стратегическое управление, Управление организационными изменениями, Управление знаниями в команде"
26104,gumbash,https://solvery.io/ru/mentor/gumbash,Алексей Гумбин,Старший операционный аналитик,Купер,Москва,Europe/Moscow,2916,rub,2,37,,"Data Science, Бизнес аналитика, PostgreSQL, Базы данных, Python, Git, SQL, ETL, MySQL, Прохождение собеседований, Статистика, A/B testing, Аналитика, Pandas, ClickHouse, Tableau, Продуктовые метрики, SQLAlchemy, Apache Airflow, Jupyter Notebook, BI-системы"
26379,popov_aleksandr_a,https://solvery.io/ru/mentor/popov_aleksandr_a,Александр Попов,iOS Engineer,Ланта,Тамбов,Europe/Moscow,2916,rub,3,20,,"Мобильная разработка, Git, Firebase, REST API, Style guide, UI kit, iOS, Swift, Xcode, Push Notifications, Многопоточность , iOS SDK, Карьерное консультирование"
